Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_044226155.1	ASM4422615v1	2024-11-02	Edwardsiella ictaluri		S19-327					GCF_044226155.1-RS_2024_11_02	Complete Genome	2024-11-02		4	Edwardsiella ictaluri
GCF_044223715.1	ASM4422371v1	2024-11-02	Edwardsiella ictaluri		S17-478					GCF_044223715.1-RS_2024_11_02	Complete Genome	2024-11-02		4	Edwardsiella ictaluri
GCF_044218795.1	ASM4421879v1	2024-11-02	Edwardsiella ictaluri		S13-645					GCF_044218795.1-RS_2024_11_02	Complete Genome	2024-11-02		4	Edwardsiella ictaluri
GCF_044218805.1	ASM4421880v1	2024-11-02	Edwardsiella ictaluri		S14-635					GCF_044218805.1-RS_2024_11_02	Complete Genome	2024-11-02		4	Edwardsiella ictaluri
GCF_044223945.1	ASM4422394v1	2024-11-02	Edwardsiella ictaluri		S18-605					GCF_044223945.1-RS_2024_11_02	Complete Genome	2024-11-02		4	Edwardsiella ictaluri
GCF_044221295.1	ASM4422129v1	2024-11-02	Edwardsiella ictaluri		S15-424					GCF_044221295.1-RS_2024_11_02	Complete Genome	2024-11-02		4	Edwardsiella ictaluri
GCF_044221095.1	ASM4422109v1	2024-11-02	Edwardsiella ictaluri		S15-163					GCF_044221095.1-RS_2024_11_02	Complete Genome	2024-11-02		5	Edwardsiella ictaluri
GCF_044223725.1	ASM4422372v1	2024-11-02	Edwardsiella ictaluri		S17-753					GCF_044223725.1-RS_2024_11_02	Complete Genome	2024-11-02		4	Edwardsiella ictaluri
GCF_044221075.1	ASM4422107v1	2024-11-02	Edwardsiella ictaluri		S14-377					GCF_044221075.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044230515.1	ASM4423051v1	2024-11-02	Edwardsiella ictaluri		13-TAL-140K3					GCF_044230515.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044228665.1	ASM4422866v1	2024-11-02	Edwardsiella ictaluri		12-TAL-295-K					GCF_044228665.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044228655.1	ASM4422865v1	2024-11-02	Edwardsiella ictaluri		12-TAL-294-B4					GCF_044228655.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044230575.1	ASM4423057v1	2024-11-02	Edwardsiella ictaluri		15-TAL067-K					GCF_044230575.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044231285.1	ASM4423128v1	2024-11-02	Edwardsiella ictaluri		TAL-152-K5					GCF_044231285.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044228845.1	ASM4422884v1	2024-11-02	Edwardsiella ictaluri		13-TAL-118					GCF_044228845.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044230525.1	ASM4423052v1	2024-11-02	Edwardsiella ictaluri		14-TAL-019-BIA					GCF_044230525.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044226165.1	ASM4422616v1	2024-11-02	Edwardsiella ictaluri		LADL-11-149-B					GCF_044226165.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_044226345.1	ASM4422634v1	2024-11-02	Edwardsiella ictaluri		LADL-11-184-A					GCF_044226345.1-RS_2024_11_02	Complete Genome	2024-11-02		3	Edwardsiella ictaluri
GCF_042638265.1	ASM4263826v1	2024-10-06	Edwardsiella ictaluri		Ei-64					GCF_042638265.1-RS_2024_10_06	Complete Genome	2024-10-11		4	Edwardsiella ictaluri
GCF_042638315.1	ASM4263831v1	2024-10-06	Edwardsiella ictaluri		Ei-85					GCF_042638315.1-RS_2024_10_06	Complete Genome	2024-10-11		3	Edwardsiella ictaluri
GCF_042638255.1	ASM4263825v1	2024-10-06	Edwardsiella ictaluri		Ei-60					GCF_042638255.1-RS_2024_10_06	Complete Genome	2024-10-11		4	Edwardsiella ictaluri
GCF_042638245.1	ASM4263824v1	2024-10-06	Edwardsiella ictaluri		Ei-59					GCF_042638245.1-RS_2024_10_06	Complete Genome	2024-10-11		4	Edwardsiella ictaluri
GCF_042638145.1	ASM4263814v1	2024-10-06	Edwardsiella ictaluri		Ei-E137					GCF_042638145.1-RS_2024_10_06	Complete Genome	2024-10-11		4	Edwardsiella ictaluri
GCF_042638135.1	ASM4263813v1	2024-10-06	Edwardsiella ictaluri		Ei-E126					GCF_042638135.1-RS_2024_10_06	Complete Genome	2024-10-11		5	Edwardsiella ictaluri
GCF_042638175.1	ASM4263817v1	2024-10-06	Edwardsiella ictaluri		Ei-40shipment7					GCF_042638175.1-RS_2024_10_06	Complete Genome	2024-10-11		4	Edwardsiella ictaluri
GCF_042638215.1	ASM4263821v1	2024-10-05	Edwardsiella ictaluri		Ei-VN5					GCF_042638215.1-RS_2024_10_05	Complete Genome	2024-10-11		2	Edwardsiella ictaluri
GCF_042638345.1	ASM4263834v1	2024-10-05	Edwardsiella ictaluri		Ei-77cfu1pp					GCF_042638345.1-RS_2024_10_05	Complete Genome	2024-10-11		3	Edwardsiella ictaluri
GCF_042638355.1	ASM4263835v1	2024-10-05	Edwardsiella ictaluri		Ei-80					GCF_042638355.1-RS_2024_10_05	Complete Genome	2024-10-11		3	Edwardsiella ictaluri
GCF_042638235.1	ASM4263823v1	2024-10-05	Edwardsiella ictaluri		Ei-57					GCF_042638235.1-RS_2024_10_05	Complete Genome	2024-10-11		3	Edwardsiella ictaluri
GCF_042638225.1	ASM4263822v1	2024-10-05	Edwardsiella ictaluri		Ei-54					GCF_042638225.1-RS_2024_10_05	Complete Genome	2024-10-11		3	Edwardsiella ictaluri
GCF_042638335.1	ASM4263833v1	2024-10-05	Edwardsiella ictaluri		Ei-71					GCF_042638335.1-RS_2024_10_05	Complete Genome	2024-10-11		2	Edwardsiella ictaluri
GCF_052368665.1	ASM5236866v1	2025-09-01	Elizabethkingia anophelis		2008N05-106					GCF_052368665.1-RS_2025_09_01	Complete Genome	2025-09-01		1	Elizabethkingia anophelis
GCF_052368345.1	ASM5236834v1	2025-09-01	Elizabethkingia anophelis		2008N05-106_exbD					GCF_052368345.1-RS_2025_09_01	Complete Genome	2025-09-01		1	Elizabethkingia anophelis
GCF_052368395.1	ASM5236839v1	2025-09-01	Elizabethkingia anophelis		2008N05-106_pbp4					GCF_052368395.1-RS_2025_09_01	Complete Genome	2025-09-01		1	Elizabethkingia anophelis
GCF_052368715.1	ASM5236871v1	2025-09-01	Elizabethkingia anophelis		2008S01-229-VAN-R					GCF_052368715.1-RS_2025_09_01	Complete Genome	2025-09-01		1	Elizabethkingia anophelis
GCF_029873315.1	ASM2987331v1	2025-08-26	Elizabethkingia anophelis		AWYL_1					GCF_029873315.1-RS_2025_08_26	Complete Genome	2023-04-26		1	Elizabethkingia anophelis
GCF_002023235.2	ASM202323v2	2025-08-24	Elizabethkingia anophelis		E6809					GCF_002023235.2-RS_2025_08_24	Complete Genome	2017-03-09		1	Elizabethkingia anophelis
GCF_028898485.1	ASM2889848v3	2025-08-09	Elizabethkingia anophelis		2023CK-00282					GCF_028898485.1-RS_2025_08_09	Complete Genome	2023-08-09		1	Elizabethkingia anophelis
GCF_024205645.1	ASM2420564v1	2025-07-20	Elizabethkingia anophelis		344-1					GCF_024205645.1-RS_2025_07_20	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205525.1	ASM2420552v1	2025-07-20	Elizabethkingia anophelis		347-10					GCF_024205525.1-RS_2025_07_20	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205545.1	ASM2420554v1	2025-07-20	Elizabethkingia anophelis		346-72					GCF_024205545.1-RS_2025_07_20	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205565.1	ASM2420556v1	2025-07-20	Elizabethkingia anophelis		346-66					GCF_024205565.1-RS_2025_07_20	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205425.1	ASM2420542v1	2025-07-20	Elizabethkingia anophelis		351-72					GCF_024205425.1-RS_2025_07_20	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205445.1	ASM2420544v1	2025-07-20	Elizabethkingia anophelis		349-83					GCF_024205445.1-RS_2025_07_20	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205465.1	ASM2420546v1	2025-07-20	Elizabethkingia anophelis		347-96					GCF_024205465.1-RS_2025_07_20	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205625.1	ASM2420562v1	2025-07-20	Elizabethkingia anophelis		277-17					GCF_024205625.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Elizabethkingia anophelis
GCF_024205085.1	ASM2420508v1	2025-07-19	Elizabethkingia anophelis		367-19					GCF_024205085.1-RS_2025_07_19	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205105.1	ASM2420510v1	2025-07-19	Elizabethkingia anophelis		362-2					GCF_024205105.1-RS_2025_07_19	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205185.1	ASM2420518v1	2025-07-19	Elizabethkingia anophelis		354-72					GCF_024205185.1-RS_2025_07_19	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_927611535.1	EAV_NVH72 complete genome sequence	2025-06-03	Elizabethkingia anophelis		EAV_NVH72			EAV_NVH72		GCF_927611535.1-RS_2025_06_03	Complete Genome	2023-06-01		1	Elizabethkingia anophelis
GCF_951394135.1	EAV_NNN508 complete genome sequence	2025-06-03	Elizabethkingia anophelis		EAV_NNN508			EAV_NNN508		GCF_951394135.1-RS_2025_06_03	Complete Genome	2023-06-01		1	Elizabethkingia anophelis
GCF_927611585.1	EAV_NVB490 complete genome sequence	2025-06-03	Elizabethkingia anophelis		EAV_NVB490			EAV_NVB490		GCF_927611585.1-RS_2025_06_03	Complete Genome	2023-06-01		1	Elizabethkingia anophelis
GCF_927611525.1	EAV_VTKC53 complete genome sequence	2025-06-03	Elizabethkingia anophelis		EAV_VTKC53			EAV_VTKC53		GCF_927611525.1-RS_2025_06_03	Complete Genome	2023-06-01		1	Elizabethkingia anophelis
GCF_002022045.1	ASM202204v1	2025-05-21	Elizabethkingia anophelis		JM-87					GCF_002022045.1-RS_2025_05_21	Complete Genome	2017-03-06		1	Elizabethkingia anophelis
GCF_023092945.1	ASM2309294v2	2025-05-11	Elizabethkingia anophelis		2022CK-00262					GCF_023092945.1-RS_2025_05_11	Complete Genome	2023-01-17		2	Elizabethkingia anophelis
GCF_025449135.1	ASM2544913v1	2025-04-02	Elizabethkingia anophelis		C08					GCF_025449135.1-RS_2025_04_02	Complete Genome	2022-09-28		1	Elizabethkingia anophelis
GCF_002022065.1	ASM202206v1	2025-03-05	Elizabethkingia anophelis		3375					GCF_002022065.1-RS_2025_03_05	Complete Genome	2017-03-06		1	Elizabethkingia anophelis
GCF_002022025.1	ASM202202v1	2025-03-05	Elizabethkingia anophelis		0422					GCF_002022025.1-RS_2025_03_05	Complete Genome	2017-03-06		1	Elizabethkingia anophelis
GCF_002024825.1	ASM202482v1	2025-03-05	Elizabethkingia anophelis		F3543					GCF_002024825.1-RS_2025_03_05	Complete Genome	2017-03-10		1	Elizabethkingia anophelis
GCF_001618465.2	ASM161846v2	2025-03-03	Elizabethkingia anophelis		CSID_3015183684					GCF_001618465.2-RS_2025_03_03	Complete Genome	2016-04-20		1	Elizabethkingia anophelis
GCF_001618545.2	ASM161854v2	2025-03-03	Elizabethkingia anophelis		CSID_3015183681					GCF_001618545.2-RS_2025_03_03	Complete Genome	2016-04-20		1	Elizabethkingia anophelis
GCF_001618505.2	ASM161850v2	2025-03-03	Elizabethkingia anophelis		CSID_3000521207					GCF_001618505.2-RS_2025_03_03	Complete Genome	2016-04-20		1	Elizabethkingia anophelis
GCF_001011675.1	ASM101167v1	2025-03-03	Elizabethkingia anophelis FMS-007		FMS-007					GCF_001011675.1-RS_2025_03_03	Complete Genome	2015-05-21		1	Elizabethkingia anophelis
GCF_000495935.2	ASM49593v2	2025-01-06	Elizabethkingia anophelis NUHP1		NUHP1					GCF_000495935.2-RS_2025_01_06	Complete Genome	2014-08-27		1	Elizabethkingia anophelis
GCF_009810215.1	ASM981021v1	2024-12-11	Elizabethkingia anophelis		JUNP353					GCF_009810215.1-RS_2024_12_11	Complete Genome	2019-12-21		1	Elizabethkingia anophelis
GCF_024205125.1	ASM2420512v1	2024-12-11	Elizabethkingia anophelis		356-17					GCF_024205125.1-RS_2024_12_11	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_024205505.1	ASM2420550v1	2024-12-11	Elizabethkingia anophelis		347-50					GCF_024205505.1-RS_2024_12_11	Complete Genome	2022-07-11		1	Elizabethkingia anophelis
GCF_002277995.2	ASM227799v2	2024-12-11	Elizabethkingia anophelis		FDAARGOS_198					GCF_002277995.2-RS_2024_12_11	Complete Genome	2018-03-02		1	Elizabethkingia anophelis
GCF_045690275.1	ASM4569027v1	2024-12-05	Elizabethkingia anophelis		2024CK-00125					GCF_045690275.1-RS_2024_12_05	Complete Genome	2024-12-06		1	Elizabethkingia anophelis
GCF_045571555.1	ASM4557155v1	2024-12-04	Elizabethkingia anophelis		ES-CHC077					GCF_045571555.1-RS_2024_12_04	Complete Genome	2024-12-07		1	Elizabethkingia anophelis
GCF_045571545.1	ASM4557154v1	2024-12-04	Elizabethkingia anophelis		ES-CHC014					GCF_045571545.1-RS_2024_12_04	Complete Genome	2024-12-07		1	Elizabethkingia anophelis
GCF_045571535.1	ASM4557153v1	2024-12-04	Elizabethkingia anophelis		ES-CHC078					GCF_045571535.1-RS_2024_12_04	Complete Genome	2024-12-07		1	Elizabethkingia anophelis
GCF_045571525.1	ASM4557152v1	2024-12-04	Elizabethkingia anophelis		ES-CHC079					GCF_045571525.1-RS_2024_12_04	Complete Genome	2024-12-07		1	Elizabethkingia anophelis
GCF_031101875.1	ASM3110187v3	2024-11-20	Elizabethkingia anophelis		2023CK-00934					GCF_031101875.1-RS_2024_11_20	Complete Genome	2024-11-02		1	Elizabethkingia anophelis
GCF_037008785.1	ASM3700878v2	2024-11-20	Elizabethkingia anophelis		2024CK-00261					GCF_037008785.1-RS_2024_11_20	Complete Genome	2024-11-02		1	Elizabethkingia anophelis
GCF_044325005.1	ASM4432500v1	2024-11-03	Elizabethkingia anophelis		Eli6					GCF_044325005.1-RS_2024_11_03	Complete Genome	2024-11-04		1	Elizabethkingia anophelis
GCF_044324995.1	ASM4432499v1	2024-11-03	Elizabethkingia anophelis		Eli5					GCF_044324995.1-RS_2024_11_03	Complete Genome	2024-11-04		1	Elizabethkingia anophelis
GCF_044324985.1	ASM4432498v1	2024-11-03	Elizabethkingia anophelis		Eli4					GCF_044324985.1-RS_2024_11_03	Complete Genome	2024-11-04		1	Elizabethkingia anophelis
GCF_044325015.1	ASM4432501v1	2024-11-03	Elizabethkingia anophelis		Eli8					GCF_044325015.1-RS_2024_11_03	Complete Genome	2024-11-04		1	Elizabethkingia anophelis
GCF_044324955.1	ASM4432495v1	2024-11-03	Elizabethkingia anophelis		Eli1					GCF_044324955.1-RS_2024_11_03	Complete Genome	2024-11-04		1	Elizabethkingia anophelis
GCF_014702245.1	ASM1470224v1	2024-10-25	Elizabethkingia anophelis		SUE					GCF_014702245.1-RS_2024_10_25	Complete Genome	2020-09-22		1	Elizabethkingia anophelis
GCF_024599655.1	ASM2459965v1	2025-08-24	Enterobacter asburiae		R_A5.MM					GCF_024599655.1-RS_2025_08_24	Complete Genome	2022-08-09		1	Enterobacter asburiae
GCF_052039465.1	ASM5203946v1	2025-08-15	Enterobacter asburiae		NY14333					GCF_052039465.1-RS_2025_08_15	Complete Genome	2025-08-16		3	Enterobacter asburiae
GCF_051903055.1	ASM5190305v1	2025-08-08	Enterobacter asburiae		NY14272					GCF_051903055.1-RS_2025_08_08	Complete Genome	2025-08-09		4	Enterobacter asburiae
GCF_030505295.1	ASM3050529v1	2025-07-18	Enterobacter asburiae		IK3					GCF_030505295.1-RS_2025_07_18	Complete Genome	2023-07-19		5	Enterobacter asburiae
GCF_030444575.1	ASM3044457v1	2025-07-16	Enterobacter asburiae		BP16m1					GCF_030444575.1-RS_2025_07_16	Complete Genome	2023-07-13		3	Enterobacter asburiae
GCF_030444555.1	ASM3044455v1	2025-07-16	Enterobacter asburiae		MP4m4					GCF_030444555.1-RS_2025_07_16	Complete Genome	2023-07-13		3	Enterobacter asburiae
GCF_030444535.1	ASM3044453v1	2025-07-16	Enterobacter asburiae		MO13m20					GCF_030444535.1-RS_2025_07_16	Complete Genome	2023-07-13		14	Enterobacter asburiae
GCF_030406145.1	ASM3040614v1	2025-07-06	Enterobacter asburiae		RG1					GCF_030406145.1-RS_2025_07_06	Complete Genome	2023-07-04		1	Enterobacter asburiae
GCF_050883555.1	ASM5088355v1	2025-06-11	Enterobacter asburiae		NY3233					GCF_050883555.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter asburiae
GCF_030179835.1	ASM3017983v1	2025-06-05	Enterobacter asburiae		2017-45-54-05					GCF_030179835.1-RS_2025_06_05	Complete Genome	2023-06-06		5	Enterobacter asburiae
GCF_030179805.1	ASM3017980v1	2025-06-05	Enterobacter asburiae		2017-45-80					GCF_030179805.1-RS_2025_06_05	Complete Genome	2023-06-06		3	Enterobacter asburiae
GCF_008364575.2	ASM836457v2	2025-06-05	Enterobacter asburiae		E2					GCF_008364575.2-RS_2025_06_05	Complete Genome	2024-06-06		1	Enterobacter asburiae
GCF_023023265.1	ASM2302326v1	2025-05-21	Enterobacter asburiae		AR0468-yvys					GCF_023023265.1-RS_2025_05_21	Complete Genome	2022-04-18		8	Enterobacter asburiae
GCF_023023045.1	ASM2302304v1	2025-05-21	Enterobacter asburiae		161373-yvys					GCF_023023045.1-RS_2025_05_21	Complete Genome	2022-04-18		4	Enterobacter asburiae
GCF_039623865.1	ASM3962386v1	2025-05-18	Enterobacter asburiae		WUM-UW/843					GCF_039623865.1-RS_2025_05_18	Complete Genome	2024-05-18		3	Enterobacter asburiae
GCF_019968865.1	ASM1996886v1	2025-05-13	Enterobacter asburiae		JBIWA002					GCF_019968865.1-RS_2025_05_13	Complete Genome	2021-09-14		6	Enterobacter asburiae
GCF_019968785.1	ASM1996878v1	2025-05-13	Enterobacter asburiae		JBIWA007					GCF_019968785.1-RS_2025_05_13	Complete Genome	2021-09-14		5	Enterobacter asburiae
GCF_050158175.1	ASM5015817v1	2025-05-07	Enterobacter asburiae		A26618					GCF_050158175.1-RS_2025_05_07	Complete Genome	2025-05-14		5	Enterobacter asburiae
GCF_038727575.1	ASM3872757v1	2025-05-02	Enterobacter asburiae		GDFQ9D152					GCF_038727575.1-RS_2025_05_02	Complete Genome	2024-05-03		4	Enterobacter asburiae
GCF_035556915.1	ASM3555691v2	2025-04-21	Enterobacter asburiae		2024CK-00035					GCF_035556915.1-RS_2025_04_21	Complete Genome	2024-04-06		1	Enterobacter asburiae
GCF_023023145.1	ASM2302314v1	2025-04-14	Enterobacter asburiae		AR2284-yvys					GCF_023023145.1-RS_2025_04_14	Complete Genome	2022-04-18		4	Enterobacter asburiae
GCF_023101705.1	ASM2310170v1	2025-04-14	Enterobacter asburiae		16773-yvys					GCF_023101705.1-RS_2025_04_14	Complete Genome	2022-04-18		7	Enterobacter asburiae
GCF_013784425.1	ASM1378442v1	2025-04-14	Enterobacter asburiae		RHBSTW-00516					GCF_013784425.1-RS_2025_04_14	Complete Genome	2020-07-28		1	Enterobacter asburiae
GCF_013782005.1	ASM1378200v1	2025-04-14	Enterobacter asburiae		RHBSTW-01009					GCF_013782005.1-RS_2025_04_14	Complete Genome	2020-07-28		3	Enterobacter asburiae
GCF_009811955.2	SM1_v3	2025-04-11	Enterobacter asburiae		SM1					GCF_009811955.2-RS_2025_04_11	Complete Genome	2025-04-15		1	Enterobacter asburiae
GCF_013740195.1	ASM1374019v1	2025-04-09	Enterobacter asburiae		RHBSTW-00542					GCF_013740195.1-RS_2025_04_09	Complete Genome	2020-07-27		5	Enterobacter asburiae
GCF_022570715.1	ASM2257071v1	2025-04-08	Enterobacter asburiae		5549					GCF_022570715.1-RS_2025_04_08	Complete Genome	2022-03-15		3	Enterobacter asburiae
GCF_028622135.1	ASM2862213v1	2025-03-25	Enterobacter asburiae		2022CK-00757					GCF_028622135.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Enterobacter asburiae
GCF_027595525.1	ASM2759552v1	2025-02-21	Enterobacter asburiae		S3_CRE3					GCF_027595525.1-RS_2025_02_21	Complete Genome	2023-01-09		1	Enterobacter asburiae
GCF_016027695.1	ASM1602769v1	2025-02-14	Enterobacter asburiae		FDAARGOS_892					GCF_016027695.1-RS_2025_02_14	Complete Genome	2020-12-14		3	Enterobacter asburiae
GCF_011396735.1	ASM1139673v1	2025-02-13	Enterobacter asburiae		A2563					GCF_011396735.1-RS_2025_02_13	Complete Genome	2020-02-06		1	Enterobacter asburiae
GCF_007035645.1	ASM703564v1	2025-02-13	Enterobacter asburiae		1808-013					GCF_007035645.1-RS_2025_02_13	Complete Genome	2019-05-14		2	Enterobacter asburiae
GCF_001022095.1	ASM102209v1	2025-01-31	Enterobacter asburiae		CAV1043					GCF_001022095.1-RS_2025_01_31	Complete Genome	2015-06-09		7	Enterobacter asburiae
GCF_000632395.1	ASM63239v1	2025-01-31	Enterobacter asburiae L1		L1					GCF_000632395.1-RS_2025_01_31	Complete Genome	2014-04-15		1	Enterobacter asburiae
GCF_047159435.1	ASM4715943v1	2025-01-26	Enterobacter asburiae		GPC19-245					GCF_047159435.1-RS_2025_01_26	Complete Genome	2025-01-26		2	Enterobacter asburiae
GCF_015168595.1	ASM1516859v1	2024-12-21	Enterobacter asburiae		SD4L					GCF_015168595.1-RS_2024_12_21	Complete Genome	2020-11-02		2	Enterobacter asburiae
GCF_034331165.1	ASM3433116v2	2024-12-16	Enterobacter asburiae		2023CK-01510					GCF_034331165.1-RS_2024_12_16	Complete Genome	2024-12-06		2	Enterobacter asburiae
GCF_007035805.1	ASM703580v1	2024-12-13	Enterobacter asburiae		17Nkhm-UP2					GCF_007035805.1-RS_2024_12_13	Complete Genome	2019-05-14		2	Enterobacter asburiae
GCF_017347425.1	ASM1734742v1	2024-12-01	Enterobacter asburiae		En30					GCF_017347425.1-RS_2024_12_01	Complete Genome	2021-02-26		3	Enterobacter asburiae
GCF_019048485.1	ASM1904848v1	2024-12-01	Enterobacter asburiae		FDAARGOS 1432					GCF_019048485.1-RS_2024_12_01	Complete Genome	2021-06-28		4	Enterobacter asburiae
GCF_018394395.1	ASM1839439v1	2024-12-01	Enterobacter asburiae		L1 delta-T1RM					GCF_018394395.1-RS_2024_12_01	Complete Genome	2021-05-18		1	Enterobacter asburiae
GCF_003940765.1	ASM394076v1	2024-11-30	Enterobacter asburiae		CAV1043					GCF_003940765.1-RS_2024_11_30	Complete Genome	2018-12-12		1	Enterobacter asburiae
GCF_001521715.1	ASM152171v1	2024-11-29	Enterobacter asburiae		ATCC 35953					GCF_001521715.1-RS_2024_11_29	Complete Genome	2016-01-21		5	Enterobacter asburiae
GCF_025999975.1	ASM2599997v1	2024-11-26	Enterobacter asburiae		KAM576					GCF_025999975.1-RS_2024_11_26	Complete Genome	2022-10-11		7	Enterobacter asburiae
GCF_019973695.1	ASM1997369v1	2024-11-19	Enterobacter asburiae		Ent261					GCF_019973695.1-RS_2024_11_19	Complete Genome	2021-09-02		2	Enterobacter asburiae
GCF_045013525.1	ASM4501352v1	2024-11-19	Enterobacter asburiae		1-6_W4-1_h					GCF_045013525.1-RS_2024_11_19	Complete Genome	2024-11-21		4	Enterobacter asburiae
GCF_033130105.1	ASM3313010v1	2024-11-06	Enterobacter asburiae		TA61661					GCF_033130105.1-RS_2024_11_06	Complete Genome	2023-06-30		2	Enterobacter asburiae
