Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_030406145.1	ASM3040614v1	2025-07-06	Enterobacter asburiae		RG1					GCF_030406145.1-RS_2025_07_06	Complete Genome	2023-07-04		1	Enterobacter asburiae
GCF_050883555.1	ASM5088355v1	2025-06-11	Enterobacter asburiae		NY3233					GCF_050883555.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter asburiae
GCF_030179835.1	ASM3017983v1	2025-06-05	Enterobacter asburiae		2017-45-54-05					GCF_030179835.1-RS_2025_06_05	Complete Genome	2023-06-06		5	Enterobacter asburiae
GCF_030179805.1	ASM3017980v1	2025-06-05	Enterobacter asburiae		2017-45-80					GCF_030179805.1-RS_2025_06_05	Complete Genome	2023-06-06		3	Enterobacter asburiae
GCF_008364575.2	ASM836457v2	2025-06-05	Enterobacter asburiae		E2					GCF_008364575.2-RS_2025_06_05	Complete Genome	2024-06-06		1	Enterobacter asburiae
GCF_023023265.1	ASM2302326v1	2025-05-21	Enterobacter asburiae		AR0468-yvys					GCF_023023265.1-RS_2025_05_21	Complete Genome	2022-04-18		8	Enterobacter asburiae
GCF_023023045.1	ASM2302304v1	2025-05-21	Enterobacter asburiae		161373-yvys					GCF_023023045.1-RS_2025_05_21	Complete Genome	2022-04-18		4	Enterobacter asburiae
GCF_039623865.1	ASM3962386v1	2025-05-18	Enterobacter asburiae		WUM-UW/843					GCF_039623865.1-RS_2025_05_18	Complete Genome	2024-05-18		3	Enterobacter asburiae
GCF_019968865.1	ASM1996886v1	2025-05-13	Enterobacter asburiae		JBIWA002					GCF_019968865.1-RS_2025_05_13	Complete Genome	2021-09-14		6	Enterobacter asburiae
GCF_019968785.1	ASM1996878v1	2025-05-13	Enterobacter asburiae		JBIWA007					GCF_019968785.1-RS_2025_05_13	Complete Genome	2021-09-14		5	Enterobacter asburiae
GCF_050158175.1	ASM5015817v1	2025-05-07	Enterobacter asburiae		A26618					GCF_050158175.1-RS_2025_05_07	Complete Genome	2025-05-14		5	Enterobacter asburiae
GCF_038727575.1	ASM3872757v1	2025-05-02	Enterobacter asburiae		GDFQ9D152					GCF_038727575.1-RS_2025_05_02	Complete Genome	2024-05-03		4	Enterobacter asburiae
GCF_035556915.1	ASM3555691v2	2025-04-21	Enterobacter asburiae		2024CK-00035					GCF_035556915.1-RS_2025_04_21	Complete Genome	2024-04-06		1	Enterobacter asburiae
GCF_023023145.1	ASM2302314v1	2025-04-14	Enterobacter asburiae		AR2284-yvys					GCF_023023145.1-RS_2025_04_14	Complete Genome	2022-04-18		4	Enterobacter asburiae
GCF_023101705.1	ASM2310170v1	2025-04-14	Enterobacter asburiae		16773-yvys					GCF_023101705.1-RS_2025_04_14	Complete Genome	2022-04-18		7	Enterobacter asburiae
GCF_013784425.1	ASM1378442v1	2025-04-14	Enterobacter asburiae		RHBSTW-00516					GCF_013784425.1-RS_2025_04_14	Complete Genome	2020-07-28		1	Enterobacter asburiae
GCF_013782005.1	ASM1378200v1	2025-04-14	Enterobacter asburiae		RHBSTW-01009					GCF_013782005.1-RS_2025_04_14	Complete Genome	2020-07-28		3	Enterobacter asburiae
GCF_009811955.2	SM1_v3	2025-04-11	Enterobacter asburiae		SM1					GCF_009811955.2-RS_2025_04_11	Complete Genome	2025-04-15		1	Enterobacter asburiae
GCF_013740195.1	ASM1374019v1	2025-04-09	Enterobacter asburiae		RHBSTW-00542					GCF_013740195.1-RS_2025_04_09	Complete Genome	2020-07-27		5	Enterobacter asburiae
GCF_022570715.1	ASM2257071v1	2025-04-08	Enterobacter asburiae		5549					GCF_022570715.1-RS_2025_04_08	Complete Genome	2022-03-15		3	Enterobacter asburiae
GCF_028622135.1	ASM2862213v1	2025-03-25	Enterobacter asburiae		2022CK-00757					GCF_028622135.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Enterobacter asburiae
GCF_027595525.1	ASM2759552v1	2025-02-21	Enterobacter asburiae		S3_CRE3					GCF_027595525.1-RS_2025_02_21	Complete Genome	2023-01-09		1	Enterobacter asburiae
GCF_016027695.1	ASM1602769v1	2025-02-14	Enterobacter asburiae		FDAARGOS_892					GCF_016027695.1-RS_2025_02_14	Complete Genome	2020-12-14		3	Enterobacter asburiae
GCF_011396735.1	ASM1139673v1	2025-02-13	Enterobacter asburiae		A2563					GCF_011396735.1-RS_2025_02_13	Complete Genome	2020-02-06		1	Enterobacter asburiae
GCF_007035645.1	ASM703564v1	2025-02-13	Enterobacter asburiae		1808-013					GCF_007035645.1-RS_2025_02_13	Complete Genome	2019-05-14		2	Enterobacter asburiae
GCF_001022095.1	ASM102209v1	2025-01-31	Enterobacter asburiae		CAV1043					GCF_001022095.1-RS_2025_01_31	Complete Genome	2015-06-09		7	Enterobacter asburiae
GCF_000632395.1	ASM63239v1	2025-01-31	Enterobacter asburiae L1		L1					GCF_000632395.1-RS_2025_01_31	Complete Genome	2014-04-15		1	Enterobacter asburiae
GCF_047159435.1	ASM4715943v1	2025-01-26	Enterobacter asburiae		GPC19-245					GCF_047159435.1-RS_2025_01_26	Complete Genome	2025-01-26		2	Enterobacter asburiae
GCF_015168595.1	ASM1516859v1	2024-12-21	Enterobacter asburiae		SD4L					GCF_015168595.1-RS_2024_12_21	Complete Genome	2020-11-02		2	Enterobacter asburiae
GCF_034331165.1	ASM3433116v2	2024-12-16	Enterobacter asburiae		2023CK-01510					GCF_034331165.1-RS_2024_12_16	Complete Genome	2024-12-06		2	Enterobacter asburiae
GCF_007035805.1	ASM703580v1	2024-12-13	Enterobacter asburiae		17Nkhm-UP2					GCF_007035805.1-RS_2024_12_13	Complete Genome	2019-05-14		2	Enterobacter asburiae
GCF_017347425.1	ASM1734742v1	2024-12-01	Enterobacter asburiae		En30					GCF_017347425.1-RS_2024_12_01	Complete Genome	2021-02-26		3	Enterobacter asburiae
GCF_019048485.1	ASM1904848v1	2024-12-01	Enterobacter asburiae		FDAARGOS 1432					GCF_019048485.1-RS_2024_12_01	Complete Genome	2021-06-28		4	Enterobacter asburiae
GCF_018394395.1	ASM1839439v1	2024-12-01	Enterobacter asburiae		L1 delta-T1RM					GCF_018394395.1-RS_2024_12_01	Complete Genome	2021-05-18		1	Enterobacter asburiae
GCF_003940765.1	ASM394076v1	2024-11-30	Enterobacter asburiae		CAV1043					GCF_003940765.1-RS_2024_11_30	Complete Genome	2018-12-12		1	Enterobacter asburiae
GCF_001521715.1	ASM152171v1	2024-11-29	Enterobacter asburiae		ATCC 35953					GCF_001521715.1-RS_2024_11_29	Complete Genome	2016-01-21		5	Enterobacter asburiae
GCF_025999975.1	ASM2599997v1	2024-11-26	Enterobacter asburiae		KAM576					GCF_025999975.1-RS_2024_11_26	Complete Genome	2022-10-11		7	Enterobacter asburiae
GCF_019973695.1	ASM1997369v1	2024-11-19	Enterobacter asburiae		Ent261					GCF_019973695.1-RS_2024_11_19	Complete Genome	2021-09-02		2	Enterobacter asburiae
GCF_045013525.1	ASM4501352v1	2024-11-19	Enterobacter asburiae		1-6_W4-1_h					GCF_045013525.1-RS_2024_11_19	Complete Genome	2024-11-21		4	Enterobacter asburiae
GCF_033130105.1	ASM3313010v1	2024-11-06	Enterobacter asburiae		TA61661					GCF_033130105.1-RS_2024_11_06	Complete Genome	2023-06-30		2	Enterobacter asburiae
GCF_044344475.1	ASM4434447v1	2024-11-05	Enterobacter asburiae		FUJ80072					GCF_044344475.1-RS_2024_11_05	Complete Genome	2024-11-06		2	Enterobacter asburiae
GCF_043966055.1	ASM4396605v1	2024-10-29	Enterobacter asburiae		ECC-232					GCF_043966055.1-RS_2024_10_29	Complete Genome	2024-10-29		3	Enterobacter asburiae
GCF_043965215.1	ASM4396521v1	2024-10-29	Enterobacter asburiae		ECC-253					GCF_043965215.1-RS_2024_10_29	Complete Genome	2024-10-29		2	Enterobacter asburiae
GCF_052073595.1	ASM5207359v1	2025-08-17	Enterobacter hormaechei		EH18242023BG					GCF_052073595.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIK01	6	Enterobacter hormaechei
GCF_052073625.1	ASM5207362v1	2025-08-17	Enterobacter hormaechei		EH36082023BG					GCF_052073625.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIL01	4	Enterobacter hormaechei
GCF_052073395.1	ASM5207339v1	2025-08-17	Enterobacter hormaechei		EH9642024BG					GCF_052073395.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIM01	3	Enterobacter hormaechei
GCF_030732205.1	ASM3073220v1	2025-08-14	Enterobacter hormaechei		RSY19					GCF_030732205.1-RS_2025_08_14	Complete Genome	2023-08-15		2	Enterobacter hormaechei
GCF_030717405.1	ASM3071740v1	2025-08-11	Enterobacter hormaechei		MRSN791417					GCF_030717405.1-RS_2025_08_11	Complete Genome	2023-08-12		9	Enterobacter hormaechei
GCF_051799885.1	ASM5179988v1	2025-08-05	Enterobacter hormaechei		ST4					GCF_051799885.1-RS_2025_08_05	Complete Genome	2025-08-06		1	Enterobacter hormaechei
GCF_051617875.1	ASM5161787v1	2025-07-31	Enterobacter hormaechei		CPO413					GCF_051617875.1-RS_2025_07_31	Complete Genome	2025-08-01		4	Enterobacter hormaechei
GCF_051560505.1	ASM5156050v1	2025-07-30	Enterobacter hormaechei		CPO025					GCF_051560505.1-RS_2025_07_30	Complete Genome	2025-07-31		3	Enterobacter hormaechei
GCF_051561185.1	ASM5156118v1	2025-07-30	Enterobacter hormaechei		CPO278					GCF_051561185.1-RS_2025_07_30	Complete Genome	2025-07-31		2	Enterobacter hormaechei
GCF_051549645.1	ASM5154964v1	2025-07-30	Enterobacter hormaechei		EN2209347					GCF_051549645.1-RS_2025_07_30	Complete Genome	2025-07-31		4	Enterobacter hormaechei
GCF_030486465.1	ASM3048646v1	2025-07-16	Enterobacter hormaechei subsp. xiangfangensis		Eh8322_LBHALD					GCF_030486465.1-RS_2025_07_16	Complete Genome	2023-07-16		3	Enterobacter hormaechei
GCF_051307155.1	ASM5130715v1	2025-07-14	Enterobacter hormaechei		APO23					GCF_051307155.1-RS_2025_07_14	Complete Genome	2025-07-15		2	Enterobacter hormaechei
GCF_030413825.1	ASM3041382v1	2025-07-11	Enterobacter hormaechei		Eh202_LBHALD					GCF_030413825.1-RS_2025_07_11	Complete Genome	2023-07-10		2	Enterobacter hormaechei
GCF_051131905.1	ASM5113190v1	2025-06-29	Enterobacter hormaechei		EH60					GCF_051131905.1-RS_2025_06_29	Complete Genome	2025-06-29		8	Enterobacter hormaechei
GCF_051093635.1	ASM5109363v1	2025-06-27	Enterobacter hormaechei		NY14259					GCF_051093635.1-RS_2025_06_27	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051092895.1	ASM5109289v1	2025-06-27	Enterobacter hormaechei		NY14255					GCF_051092895.1-RS_2025_06_27	Complete Genome	2025-06-27		9	Enterobacter hormaechei
GCF_051092825.1	ASM5109282v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14253					GCF_051092825.1-RS_2025_06_27	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_051093565.1	ASM5109356v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14256					GCF_051093565.1-RS_2025_06_27	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051092005.1	ASM5109200v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14244					GCF_051092005.1-RS_2025_06_27	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_051092075.1	ASM5109207v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14250					GCF_051092075.1-RS_2025_06_27	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051091335.1	ASM5109133v1	2025-06-26	Enterobacter hormaechei		NY14116					GCF_051091335.1-RS_2025_06_26	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051089675.1	ASM5108967v1	2025-06-26	Enterobacter hormaechei		NY5732					GCF_051089675.1-RS_2025_06_26	Complete Genome	2025-06-27		4	Enterobacter hormaechei
GCF_051090075.1	ASM5109007v1	2025-06-26	Enterobacter hormaechei		NY5808					GCF_051090075.1-RS_2025_06_26	Complete Genome	2025-06-27		3	Enterobacter hormaechei
GCF_051090735.1	ASM5109073v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY5821					GCF_051090735.1-RS_2025_06_26	Complete Genome	2025-06-27		3	Enterobacter hormaechei
GCF_051091715.1	ASM5109171v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY14234					GCF_051091715.1-RS_2025_06_26	Complete Genome	2025-06-27		4	Enterobacter hormaechei
GCF_051089665.1	ASM5108966v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY5744					GCF_051089665.1-RS_2025_06_26	Complete Genome	2025-06-27		3	Enterobacter hormaechei
GCF_051091755.1	ASM5109175v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY14237					GCF_051091755.1-RS_2025_06_26	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_051090725.1	ASM5109072v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY5818					GCF_051090725.1-RS_2025_06_26	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_038627025.1	ASM3862702v2	2025-06-23	Enterobacter hormaechei		2024CK-00477					GCF_038627025.1-RS_2025_06_23	Complete Genome	2024-06-12		3	Enterobacter hormaechei
GCF_038627095.1	ASM3862709v2	2025-06-23	Enterobacter hormaechei		2024CK-00534					GCF_038627095.1-RS_2025_06_23	Complete Genome	2024-06-12		3	Enterobacter hormaechei
GCF_038627045.1	ASM3862704v2	2025-06-23	Enterobacter hormaechei		2024CK-00476					GCF_038627045.1-RS_2025_06_23	Complete Genome	2024-06-12		3	Enterobacter hormaechei
GCF_038418305.1	ASM3841830v2	2025-06-23	Enterobacter hormaechei		2024CK-00459					GCF_038418305.1-RS_2025_06_23	Complete Genome	2024-06-12		6	Enterobacter hormaechei
GCF_030324195.1	ASM3032419v1	2025-06-22	Enterobacter hormaechei		EHX_PAT_001					GCF_030324195.1-RS_2025_06_22	Complete Genome	2023-06-22		4	Enterobacter hormaechei
GCF_023734835.1	ASM2373483v1	2025-06-20	Enterobacter hormaechei		FUJ80003					GCF_023734835.1-RS_2025_06_20	Complete Genome	2022-06-05		2	Enterobacter hormaechei
GCF_050883155.1	ASM5088315v1	2025-06-11	Enterobacter hormaechei		NY3181					GCF_050883155.1-RS_2025_06_11	Complete Genome	2025-06-12		6	Enterobacter hormaechei
GCF_050883685.1	ASM5088368v1	2025-06-11	Enterobacter hormaechei		NY3627					GCF_050883685.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050871255.1	ASM5087125v1	2025-06-11	Enterobacter hormaechei		NY2616					GCF_050871255.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050884245.1	ASM5088424v1	2025-06-11	Enterobacter hormaechei		NY5292					GCF_050884245.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050871265.1	ASM5087126v1	2025-06-11	Enterobacter hormaechei		NY2861					GCF_050871265.1-RS_2025_06_11	Complete Genome	2025-06-12		4	Enterobacter hormaechei
GCF_050871225.1	ASM5087122v1	2025-06-11	Enterobacter hormaechei		NY1016					GCF_050871225.1-RS_2025_06_11	Complete Genome	2025-06-12		4	Enterobacter hormaechei
GCF_050871245.1	ASM5087124v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY1526					GCF_050871245.1-RS_2025_06_11	Complete Genome	2025-06-12		5	Enterobacter hormaechei
GCF_050871235.1	ASM5087123v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY1316					GCF_050871235.1-RS_2025_06_11	Complete Genome	2025-06-12		4	Enterobacter hormaechei
GCF_050883545.1	ASM5088354v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY3231					GCF_050883545.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050883695.1	ASM5088369v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY5291					GCF_050883695.1-RS_2025_06_11	Complete Genome	2025-06-12		6	Enterobacter hormaechei
GCF_050871215.1	ASM5087121v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY14233					GCF_050871215.1-RS_2025_06_11	Complete Genome	2025-06-12		2	Enterobacter hormaechei
GCF_038069265.1	ASM3806926v2	2025-06-09	Enterobacter hormaechei		2024CK-00374					GCF_038069265.1-RS_2025_06_09	Complete Genome	2024-05-31		4	Enterobacter hormaechei
GCF_038626985.1	ASM3862698v2	2025-06-09	Enterobacter hormaechei		2024CK-00479					GCF_038626985.1-RS_2025_06_09	Complete Genome	2024-05-31		4	Enterobacter hormaechei
GCF_008370065.2	ASM837006v2	2025-06-05	Enterobacter hormaechei		E11					GCF_008370065.2-RS_2025_06_05	Complete Genome	2024-06-06		2	Enterobacter hormaechei
GCF_025398395.2	ASM2539839v2	2025-06-02	Enterobacter hormaechei		2020CK-00376					GCF_025398395.2-RS_2025_06_02	Complete Genome	2023-06-02		3	Enterobacter hormaechei
GCF_039906065.1	ASM3990606v1	2025-05-30	Enterobacter hormaechei		YY1					GCF_039906065.1-RS_2025_05_30	Complete Genome	2024-05-31		2	Enterobacter hormaechei
GCF_013403545.1	ASM1340354v1	2025-08-22	Enterobacter roggenkampii		KQ-01					GCF_013403545.1-RS_2025_08_22	Complete Genome	2020-07-13		1	Enterobacter roggenkampii
GCF_013389415.1	ASM1338941v1	2025-08-16	Enterobacter roggenkampii		ED5					GCF_013389415.1-RS_2025_08_16	Complete Genome	2020-07-05		2	Enterobacter roggenkampii
GCF_019047025.1	ASM1904702v1	2025-07-20	Enterobacter roggenkampii		FDAARGOS 1430					GCF_019047025.1-RS_2025_07_20	Complete Genome	2021-06-28		3	Enterobacter roggenkampii
GCF_030384865.1	ASM3038486v1	2025-07-03	Enterobacter roggenkampii		WL374					GCF_030384865.1-RS_2025_07_03	Complete Genome	2023-07-02		5	Enterobacter roggenkampii
GCF_051090065.1	ASM5109006v1	2025-06-26	Enterobacter roggenkampii		NY5815					GCF_051090065.1-RS_2025_06_26	Complete Genome	2025-06-27		5	Enterobacter roggenkampii
GCF_038627005.1	ASM3862700v2	2025-06-23	Enterobacter roggenkampii		2024CK-00478					GCF_038627005.1-RS_2025_06_23	Complete Genome	2024-06-12		4	Enterobacter roggenkampii
GCF_016756655.1	ASM1675665v1	2025-06-16	Enterobacter roggenkampii		OIPH-N260					GCF_016756655.1-RS_2025_06_16	Complete Genome	2021-01-04		5	Enterobacter roggenkampii
GCF_050883145.1	ASM5088314v1	2025-06-11	Enterobacter roggenkampii		NY3142					GCF_050883145.1-RS_2025_06_11	Complete Genome	2025-06-12		5	Enterobacter roggenkampii
GCF_023650875.1	ASM2365087v1	2025-06-09	Enterobacter roggenkampii		GD21SC1505					GCF_023650875.1-RS_2025_06_09	Complete Genome	2022-06-06		6	Enterobacter roggenkampii
GCF_030179035.1	ASM3017903v1	2025-06-05	Enterobacter roggenkampii		2017-45-51-04-01					GCF_030179035.1-RS_2025_06_05	Complete Genome	2023-06-06		6	Enterobacter roggenkampii
GCF_030179635.1	ASM3017963v1	2025-06-05	Enterobacter roggenkampii		2017-45-131-01A					GCF_030179635.1-RS_2025_06_05	Complete Genome	2023-06-06		3	Enterobacter roggenkampii
GCF_039727605.1	ASM3972760v1	2025-05-22	Enterobacter roggenkampii		L3897					GCF_039727605.1-RS_2025_05_22	Complete Genome	2024-05-24		2	Enterobacter roggenkampii
GCF_023375625.1	ASM2337562v1	2025-05-21	Enterobacter roggenkampii		Ek140					GCF_023375625.1-RS_2025_05_21	Complete Genome	2022-05-16		2	Enterobacter roggenkampii
GCF_023375585.1	ASM2337558v1	2025-05-21	Enterobacter roggenkampii		K666					GCF_023375585.1-RS_2025_05_21	Complete Genome	2022-05-16		7	Enterobacter roggenkampii
GCF_023375565.1	ASM2337556v1	2025-05-21	Enterobacter roggenkampii		K475-2					GCF_023375565.1-RS_2025_05_21	Complete Genome	2022-05-16		5	Enterobacter roggenkampii
GCF_023023065.1	ASM2302306v1	2025-05-21	Enterobacter roggenkampii		13840-yvys					GCF_023023065.1-RS_2025_05_21	Complete Genome	2022-04-18		2	Enterobacter roggenkampii
GCF_025021485.1	ASM2502148v1	2025-05-06	Enterobacter roggenkampii		RX.G5M56					GCF_025021485.1-RS_2025_05_06	Complete Genome	2022-09-07		1	Enterobacter roggenkampii
GCF_004684365.1	ASM468436v1	2025-04-29	Enterobacter roggenkampii		BP10374					GCF_004684365.1-RS_2025_04_29	Complete Genome	2019-04-07		1	Enterobacter roggenkampii
GCF_029834495.1	ASM2983449v1	2025-04-19	Enterobacter roggenkampii		EOBSR_19					GCF_029834495.1-RS_2025_04_19	Complete Genome	2023-04-19		2	Enterobacter roggenkampii
GCF_049605525.1	ASM4960552v1	2025-04-17	Enterobacter roggenkampii		JARB-T-NT00318					GCF_049605525.1-RS_2025_04_17	Complete Genome	2025-04-19		6	Enterobacter roggenkampii
GCF_013742615.1	ASM1374261v1	2025-04-16	Enterobacter roggenkampii		RHBSTW-00309					GCF_013742615.1-RS_2025_04_16	Complete Genome	2020-07-27		5	Enterobacter roggenkampii
GCF_029536245.1	ASM2953624v1	2025-04-16	Enterobacter roggenkampii		0-E					GCF_029536245.1-RS_2025_04_16	Complete Genome	2023-04-01		5	Enterobacter roggenkampii
GCF_013635755.1	ASM1363575v1	2025-04-16	Enterobacter roggenkampii		RHBSTW-00002					GCF_013635755.1-RS_2025_04_16	Complete Genome	2020-07-24		11	Enterobacter roggenkampii
GCF_029542685.1	ASM2954268v1	2025-04-15	Enterobacter roggenkampii		ws6-3					GCF_029542685.1-RS_2025_04_15	Complete Genome	2023-04-03		1	Enterobacter roggenkampii
GCF_029542705.1	ASM2954270v1	2025-04-15	Enterobacter roggenkampii		WS28-4					GCF_029542705.1-RS_2025_04_15	Complete Genome	2023-04-03		1	Enterobacter roggenkampii
GCF_029542745.1	ASM2954274v1	2025-04-15	Enterobacter roggenkampii		WS22-2					GCF_029542745.1-RS_2025_04_15	Complete Genome	2023-04-03		2	Enterobacter roggenkampii
GCF_029718635.1	ASM2971863v1	2025-04-13	Enterobacter roggenkampii		RHB21-E1-C01					GCF_029718635.1-RS_2025_04_13	Complete Genome	2023-04-13		1	Enterobacter roggenkampii
GCF_002211685.1	ASM221168v1	2025-04-11	Enterobacter roggenkampii		704SK10					GCF_002211685.1-RS_2025_04_11	Complete Genome	2017-06-30		3	Enterobacter roggenkampii
GCF_013728935.1	ASM1372893v1	2025-04-11	Enterobacter roggenkampii		RHBSTW-00872					GCF_013728935.1-RS_2025_04_11	Complete Genome	2020-07-27		2	Enterobacter roggenkampii
GCF_002007805.1	ASM200780v1	2025-04-11	Enterobacter roggenkampii		R11					GCF_002007805.1-RS_2025_04_11	Complete Genome	2017-02-28		5	Enterobacter roggenkampii
GCF_013725995.1	ASM1372599v1	2025-04-11	Enterobacter roggenkampii		RHBSTW-00925					GCF_013725995.1-RS_2025_04_11	Complete Genome	2020-07-27		3	Enterobacter roggenkampii
GCF_004138605.1	ASM413860v1	2025-04-11	Enterobacter roggenkampii		ECY546					GCF_004138605.1-RS_2025_04_11	Complete Genome	2019-02-05		2	Enterobacter roggenkampii
GCF_013733395.1	ASM1373339v1	2025-04-11	Enterobacter roggenkampii		RHBSTW-00695					GCF_013733395.1-RS_2025_04_11	Complete Genome	2020-07-27		6	Enterobacter roggenkampii
GCF_023023685.1	ASM2302368v1	2025-04-02	Enterobacter roggenkampii		12795-yvys					GCF_023023685.1-RS_2025_04_02	Complete Genome	2022-04-18		4	Enterobacter roggenkampii
